146 19  4     708 11662 20744 28298
147 19  8     709 11663 20745 28299 34556 39624 43751 47001
148 19  3     710 11664 20746
 60 20  1     711
 62 20  1     712
 72 20  2     713 11665
 73 20  1     714
 74 20  1     715
 75 20  1     716
 76 20  2     717 11666
 77 20  2     718 11667
 78 20  2     719 11668
 79 20  2     720 11669
 80 20  2     721 11670
 81 20  2     722 11671
 82 20  2     723 11672
 83 20  3     724 11673 20747
 84 20  4     725 11674 20748 28300
 85 20  5     726 11675 20749 28301 34557
 86 20  3     727 11676 20750
 87 20  2     728 11677
 88 20  2     729 11678
 89 20  3     730 11679 20751
 90 20  4     731 11680 20752 28302
 91 20  4     732 11681 20753 28303
 92 20  3     733 11682 20754
 93 20  2     734 11683
 94 20  2     735 11684
 95 20  2     736 11685
 96 20  2     737 11686
 97 20  1     738
 98 20  1     739
 99 20  2     740 11687
100 20  2     741 11688
101 20  2     742 11689
102 20  3     743 11690 20755
103 20  4     744 11691 20756 28304
104 20  5     745 11692 20757 28305 34558
105 20  5     746 11693 20758 28306 34559
106 20  5     747 11694 20759 28307 34560
107 20  5     748 11695 20760 28308 34561
108 20 10     749 11696 20761 28309 34562 39625 43752 47002 49508 51302
109 20  2     750 11697
110 20  2     751 11698
111 20  2     752 11699
112 20  3     753 11700 20762
113 20  3     754 11701 20763
114 20  4     755 11702 20764 28310
115 20  4     756 11703 20765 28311
116 20  6     757 11704 20766 28312 34563 39626
117 20  7     758 11705 20767 28313 34564 39627 43753
118 20  5     759 11706 20768 28314 34565
119 20  4     760 11707 20769 28315
120 20  4     761 11708 20770 28316
121 20  4     762 11709 20771 28317
122 20  5     763 11710 20772 28318 34566
123 20  5     764 11711 20773 28319 34567
124 20  5     765 11712 20774 28320 34568
125 20  6     766 11713 20775 28321 34569 39628
126 20  6     767 11714 20776 28322 34570 39629
127 20  6     768 11715 20777 28323 34571 39630
128 20  7     769 11716 20778 28324 34572 39631 43754
129 20  7     770 11717 20779 28325 34573 39632 43755
130 20 10     771 11718 20780 28326 34574 39633 43756 47003 49509 51303
131 20 12     772 11719 20781 28327 34575 39634 43757 47004 49510 51304 52611 53647
132 20 12     773 11720 20782 28328 34576 39635 43758 47005 49511 51305 52612 53648
133 20 12     774 11721 20783 28329 34577 39636 43759 47006 49512 51306 52613 53649
134 20  5     775 11722 20784 28330 34578
135 20  5     776 11723 20785 28331 34579
136 20  6     777 11724 20786 28332 34580 39637
137 20  6     778 11725 20787 28333 34581 39638
138 20  6     779 11726 20788 28334 34582 39639
139 20  3     780 11727 20789
140 20  3     781 11728 20790
141 20  3     782 11729 20791
142 20  3     783 11730 20792
143 20  4     784 11731 20793 28335
144 20  6     785 11732 20794 28336 34583 39640
145 20  2     786 11733
146 20  2     787 11734
147 20  8     788 11735 20795 28337 34584 39641 43760 47007
148 20  3     789 11736 20796
 52 21  1     790
 53 21  1     791
 54 21  1     792
 55 21  1     793
 56 21  1     794
 57 21  1     795
 58 21  1     796
 59 21  1     797
 60 21  1     798
 61 21  1     799
 62 21  1     800
 63 21  1     801
 64 21  1     802
 65 21  2     803 11737
 66 21  3     804 11738 20797
 67 21  2     805 11739
 68 21  1     806
 69 21  1     807
 70 21  1     808
 71 21  2     809 11740
 72 21  4     810 11741 20798 28338
 73 21  4     811 11742 20799 28339
 74 21  3     812 11743 20800
 75 21  3     813 11744 20801
 76 21  3     814 11745 20802
 77 21  3     815 11746 20803
 78 21  2     816 11747
 79 21  3     817 11748 20804
 80 21  3     818 11749 20805
 81 21  3     819 11750 20806
 82 21  3     820 11751 20807
 83 21  4     821 11752 20808 28340
 84 21  4     822 11753 20809 28341
 85 21  4     823 11754 20810 28342
 86 21  3     824 11755 20811
 87 21  3     825 11756 20812
 88 21  3     826 11757 20813
 89 21  3     827 11758 20814
 90 21  5     828 11759 20815 28343 34585
 91 21  4     829 11760 20816 28344
 92 21  3     830 11761 20817
 93 21  3     831 11762 20818
 94 21  3     832 11763 20819
 95 21  3     833 11764 20820
 96 21  2     834 11765
 97 21  2     835 11766
 98 21  2     836 11767
 99 21  2     837 11768
100 21  2     838 11769
101 21  3     839 11770 20821
102 21  3     840 11771 20822
103 21  4     841 11772 20823 28345
104 21  5     842 11773 20824 28346 34586
105 21  5     843 11774 20825 28347 34587
106 21  5     844 11775 20826 28348 34588
107 21  6     845 11776 20827 28349 34589 39642
108 21 10     846 11777 20828 28350 34590 39643 43761 47008 49513 51307
109 21  3     847 11778 20829
110 21  2     848 11779
111 21  2     849 11780
112 21  3     850 11781 20830
113 21  3     851 11782 20831
114 21  4     852 11783 20832 28351
115 21  6     853 11784 20833 28352 34591 39644
116 21  7     854 11785 20834 28353 34592 39645 43762
117 21  7     855 11786 20835 28354 34593 39646 43763
118 21  4     856 11787 20836 28355
119 21  4     857 11788 20837 28356
120 21  4     858 11789 20838 28357
121 21  4     859 11790 20839 28358
122 21  5     860 11791 20840 28359 34594
123 21  5     861 11792 20841 28360 34595
124 21  5     862 11793 20842 28361 34596
125 21  6     863 11794 20843 28362 34597 39647
126 21  6     864 11795 20844 28363 34598 39648
127 21  6     865 11796 20845 28364 34599 39649
128 21  7     866 11797 20846 28365 34600 39650 43764
129 21  8     867 11798 20847 28366 34601 39651 43765 47009
130 21 10     868 11799 20848 28367 34602 39652 43766 47010 49514 51308
131 21 12     869 11800 20849 28368 34603 39653 43767 47011 49515 51309 52614 53650
132 21 12     870 11801 20850 28369 34604 39654 43768 47012 49516 51310 52615 53651
133 21 12     871 11802 20851 28370 34605 39655 43769 47013 49517 51311 52616 53652
134 21  5     872 11803 20852 28371 34606
135 21  6     873 11804 20853 28372 34607 39656
136 21  6     874 11805 20854 28373 34608 39657
137 21  6     875 11806 20855 28374 34609 39658
138 21  6     876 11807 20856 28375 34610 39659
139 21  3     877 11808 20857
140 21  3     878 11809 20858
141 21  3     879 11810 20859
142 21  3     880 11811 20860
143 21  4     881 11812 20861 28376
144 21  6     882 11813 20862 28377 34611 39660
145 21  2     883 11814
146 21  2     884 11815
147 21  8     885 11816 20863 28378 34612 39661 43770 47014
148 21  3     886 11817 20864
 60 22  2     887 11818
 61 22  1     888
 62 22  1     889
 63 22  2     890 11819
 64 22  2     891 11820
 65 22  4     892 11821 20865 28379
 66 22  4     893 11822 20866 28380
 67 22  4     894 11823 20867 28381
 68 22  2     895 11824
 69 22  1     896
 70 22  2     897 11825
 71 22  4     898 11826 20868 28382
 72 22  5     899 11827 20869 28383 34613
 73 22  5     900 11828 20870 28384 34614
 74 22  5     901 11829 20871 28385 34615
 75 22  4     902 11830 20872 28386
 76 22  4     903 11831 20873 28387
 77 22  4     904 11832 20874 28388
 78 22  4     905 11833 20875 28389
 79 22  4     906 11834 20876 28390
 80 22  4     907 11835 20877 28391
 81 22  3     908 11836 20878
 82 22  3     909 11837 20879
 83 22  4     910 11838 20880 28392
 84 22  4     911 11839 20881 28393
 85 22  4     912 11840 20882 28394
 86 22  4     913 11841 20883 28395
 87 22  3     914 11842 20884
 88 22  3     915 11843 20885
 89 22  3     916 11844 20886
 90 22  4     917 11845 20887 28396
 91 22  4     918 11846 20888 28397
 92 22  3     919 11847 20889
 93 22  3     920 11848 20890
 94 22  3     921 11849 20891
 95 22  3     922 11850 20892
 96 22  3     923 11851 20893
 97 22  2     924 11852
 98 22  2     925 11853
 99 22  2     926 11854
100 22  2     927 11855
101 22  3     928 11856 20894
102 22  4     929 11857 20895 28398
103 22  5     930 11858 20896 28399 34616
104 22  4     931 11859 20897 28400
105 22  4     932 11860 20898 28401
106 22  6     933 11861 20899 28402 34617 39662
107 22  7     934 11862 20900 28403 34618 39663 43771
108 22 10     935 11863 20901 28404 34619 39664 43772 47015 49518 51312
109 22  5     936 11864 20902 28405 34620
110 22  4     937 11865 20903 28406
111 22  4     938 11866 20904 28407
112 22  5     939 11867 20905 28408 34621
113 22  6     940 11868 20906 28409 34622 39665
114 22  6     941 11869 20907 28410 34623 39666
115 22  6     942 11870 20908 28411 34624 39667
116 22  7     943 11871 20909 28412 34625 39668 43773
117 22  7     944 11872 20910 28413 34626 39669 43774
118 22  4     945 11873 20911 28414
119 22  4     946 11874 20912 28415
120 22  4     947 11875 20913 28416
121 22  4     948 11876 20914 28417
122 22  5     949 11877 20915 28418 34627
123 22  5     950 11878 20916 28419 34628
124 22  5     951 11879 20917 28420 34629
125 22  6     952 11880 20918 28421 34630 39670
126 22  6     953 11881 20919 28422 34631 39671
127 22  6     954 11882 20920 28423 34632 39672
128 22  7     955 11883 20921 28424 34633 39673 43775
129 22  8     956 11884 20922 28425 34634 39674 43776 47016
130 22 10     957 11885 20923 28426 34635 39675 43777 47017 49519 51313
131 22 12     958 11886 20924 28427 34636 39676 43778 47018 49520 51314 52617 53653
132 22 12     959 11887 20925 28428 34637 39677 43779 47019 49521 51315 52618 53654
133 22 12     960 11888 20926 28429 34638 39678 43780 47020 49522 51316 52619 53655
134 22  5     961 11889 20927 28430 34639
135 22  6     962 11890 20928 28431 34640 39679
136 22  6     963 11891 20929 28432 34641 39680
137 22  6     964 11892 20930 28433 34642 39681
138 22  5     965 11893 20931 28434 34643
139 22  4     966 11894 20932 28435
140 22  3     967 11895 20933
141 22  3     968 11896 20934
142 22  3     969 11897 20935
143 22  4     970 11898 20936 28436
144 22  6     971 11899 20937 28437 34644 39682
145 22  2     972 11900
146 22  2     973 11901
147 22  8     974 11902 20938 28438 34645 39683 43781 47021
148 22  3     975 11903 20939
 54 23  2     976 11904
 55 23  2     977 11905
 56 23  2     978 11906
 57 23  3     979 11907 20940
 58 23  2     980 11908
 59 23  1     981
 60 23  1     982
 61 23  1     983
 62 23  1     984
 63 23  3     985 11909 20941
 64 23  3     986 11910 20942
 65 23  4     987 11911 20943 28439
 66 23  5     988 11912 20944 28440 34646
 67 23  4     989 11913 20945 28441
 68 23  4     990 11914 20946 28442
 69 23  3     991 11915 20947
 70 23  3     992 11916 20948
 71 23  4     993 11917 20949 28443
 72 23  4     994 11918 20950 28444
 73 23  5     995 11919 20951 28445 34647
 74 23  5     996 11920 20952 28446 34648
 75 23  4     997 11921 20953 28447
 76 23  4     998 11922 20954 28448
 77 23  4     999 11923 20955 28449
 78 23  4    1000 11924 20956 28450
 79 23  5    1001 11925 20957 28451 34649
 80 23  4    1002 11926 20958 28452
 81 23  4    1003 11927 20959 28453
 82 23  3    1004 11928 20960
 83 23  3    1005 11929 20961
 84 23  4    1006 11930 20962 28454
 85 23  4    1007 11931 20963 28455
 86 23  4    1008 11932 20964 28456
 87 23  3    1009 11933 20965
 88 23  3    1010 11934 20966
 89 23  3    1011 11935 20967
 90 23  4    1012 11936 20968 28457
 91 23  4    1013 11937 20969 28458
 92 23  4    1014 11938 20970 28459
 93 23  4    1015 11939 20971 28460
 94 23  4    1016 11940 20972 28461
 95 23  4    1017 11941 20973 28462
 96 23  4    1018 11942 20974 28463
 97 23  3    1019 11943 20975
 98 23  2    1020 11944
 99 23  2    1021 11945
100 23  3    1022 11946 20976
101 23  4    1023 11947 20977 28464
102 23  5    1024 11948 20978 28465 34650
103 23  5    1025 11949 20979 28466 34651
104 23  4    1026 11950 20980 28467
105 23  5    1027 11951 20981 28468 34652
106 23  6    1028 11952 20982 28469 34653 39684
107 23  7    1029 11953 20983 28470 34654 39685 43782
108 23 10    1030 11954 20984 28471 34655 39686 43783 47022 49523 51317
109 23  8    1031 11955 20985 28472 34656 39687 43784 47023
110 23  8    1032 11956 20986 28473 34657 39688 43785 47024
111 23  9    1033 11957 20987 28474 34658 39689 43786 47025 49524
112 23 10    1034 11958 20988 28475 34659 39690 43787 47026 49525 51318
113 23  6    1035 11959 20989 28476 34660 39691
114 23  6    1036 11960 20990 28477 34661 39692
115 23  6    1037 11961 20991 28478 34662 39693
116 23  7    1038 11962 20992 28479 34663 39694 43788
117 23  3    1039 11963 20993
118 23  3    1040 11964 20994
119 23  4    1041 11965 20995 28480
120 23  4    1042 11966 20996 28481
121 23  4    1043 11967 20997 28482
122 23  4    1044 11968 20998 28483
123 23  5    1045 11969 20999 28484 34664
124 23  5    1046 11970 21000 28485 34665
125 23  5    1047 11971 21001 28486 34666
126 23  6    1048 11972 21002 28487 34667 39695
127 23  6    1049 11973 21003 28488 34668 39696
128 23  7    1050 11974 21004 28489 34669 39697 43789
129 23  8    1051 11975 21005 28490 34670 39698 43790 47027
130 23 10    1052 11976 21006 28491 34671 39699 43791 47028 49526 51319
131 23 12    1053 11977 21007 28492 34672 39700 43792 47029 49527 51320 52620 53656
132 23 12    1054 11978 21008 28493 34673 39701 43793 47030 49528 51321 52621 53657
133 23 12    1055 11979 21009 28494 34674 39702 43794 47031 49529 51322 52622 53658
134 23  5    1056 11980 21010 28495 34675
135 23  6    1057 11981 21011 28496 34676 39703
136 23  6    1058 11982 21012 28497 34677 39704
137 23  6    1059 11983 21013 28498 34678 39705
138 23  5    1060 11984 21014 28499 34679
139 23  4    1061 11985 21015 28500
140 23  4    1062 11986 21016 28501
141 23  3    1063 11987 21017
142 23  4    1064 11988 21018 28502
143 23  4    1065 11989 21019 28503
144 23  6    1066 11990 21020 28504 34680 39706
145 23  2    1067 11991
146 23  2    1068 11992
147 23  8    1069 11993 21021 28505 34681 39707 43795 47032
148 23  3    1070 11994 21022
 46 24  4    1071 11995 21023 28506
 47 24  4    1072 11996 21024 28507
 48 24  4    1073 11997 21025 28508
 49 24  4    1074 11998 21026 28509
 50 24  4    1075 11999 21027 28510
 51 24  4    1076 12000 21028 28511
 52 24  4    1077 12001 21029 28512
 53 24  4    1078 12002 21030 28513
 54 24  4    1079 12003 21031 28514
 55 24  4    1080 12004 21032 28515
 56 24  4    1081 12005 21033 28516
 57 24  4    1082 12006 21034 28517
 58 24  4    1083 12007 21035 28518
 59 24  4    1084 12008 21036 28519
 60 24  5    1085 12009 21037 28520 34682
 61 24  5    1086 12010 21038 28521 34683
 62 24  5    1087 12011 21039 28522 34684
 63 24  5    1088 12012 21040 28523 34685
 64 24  5    1089 12013 21041 28524 34686
 65 24  5    1090 12014 21042 28525 34687
 66 24  5    1091 12015 21043 28526 34688
 67 24  5    1092 12016 21044 28527 34689
 68 24  5    1093 12017 21045 28528 34690
 69 24  5    1094 12018 21046 28529 34691
 70 24  5    1095 12019 21047 28530 34692
 71 24  5    1096 12020 21048 28531 34693
 72 24  5    1097 12021 21049 28532 34694
 73 24  5    1098 12022 21050 28533 34695
