nwcbox_value,Layer#,I,J,Cell_ID,X,Y,Latitude,Longitude
39415,6,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
43599,7,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
46885,8,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
70,1,145,5,70,423770.09,4097702,37.02241293,-75.85698897
11129,2,145,5,70,423770.09,4097702,37.02241293,-75.85698897
20273,3,145,5,70,423770.09,4097702,37.02241293,-75.85698897
27877,4,145,5,70,423770.09,4097702,37.02241293,-75.85698897
34248,5,145,5,70,423770.09,4097702,37.02241293,-75.85698897
39416,6,145,5,70,423770.09,4097702,37.02241293,-75.85698897
71,1,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
11130,2,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
20274,3,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
27878,4,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
34249,5,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
39417,6,146,5,71,424233.56,4098949.75,37.0336969,-75.85190468
72,1,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
11131,2,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
20275,3,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
27879,4,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
34250,5,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
39418,6,147,5,72,424718.28,4100252.25,37.04547583,-75.84658546
73,1,148,5,73,425218,4101590,37.05757344,-75.84109944
11132,2,148,5,73,425218,4101590,37.05757344,-75.84109944
20276,3,148,5,73,425218,4101590,37.05757344,-75.84109944
27880,4,148,5,73,425218,4101590,37.05757344,-75.84109944
74,1,149,5,74,425735.19,4103187.5,37.0720134,-75.83544089
11133,2,149,5,74,425735.19,4103187.5,37.0720134,-75.83544089
20277,3,149,5,74,425735.19,4103187.5,37.0720134,-75.83544089
27881,4,149,5,74,425735.19,4103187.5,37.0720134,-75.83544089
75,1,150,5,75,426217.28,4105200.25,37.09019311,-75.83021596
11134,2,150,5,75,426217.28,4105200.25,37.09019311,-75.83021596
76,1,151,5,76,426597.38,4107402.25,37.11007034,-75.82615492
11135,2,151,5,76,426597.38,4107402.25,37.11007034,-75.82615492
77,1,152,5,77,426567.31,4109872.75,37.13233535,-75.82673546
78,1,153,5,78,425993.75,4112449,37.15551054,-75.83344696
79,1,108,6,79,384245.38,4072700.75,36.79305531,-76.29742419
11136,2,108,6,79,384245.38,4072700.75,36.79305531,-76.29742419
20278,3,108,6,79,384245.38,4072700.75,36.79305531,-76.29742419
80,1,117,6,80,412814.25,4079270.5,36.85533276,-75.97801545
11137,2,117,6,80,412814.25,4079270.5,36.85533276,-75.97801545
20279,3,117,6,80,412814.25,4079270.5,36.85533276,-75.97801545
27882,4,117,6,80,412814.25,4079270.5,36.85533276,-75.97801545
81,1,118,6,81,413407.25,4080227.75,36.86401532,-75.97147349
11138,2,118,6,81,413407.25,4080227.75,36.86401532,-75.97147349
20280,3,118,6,81,413407.25,4080227.75,36.86401532,-75.97147349
27883,4,118,6,81,413407.25,4080227.75,36.86401532,-75.97147349
82,1,119,6,82,413896.97,4081065.5,36.87161103,-75.96607517
11139,2,119,6,82,413896.97,4081065.5,36.87161103,-75.96607517
20281,3,119,6,82,413896.97,4081065.5,36.87161103,-75.96607517
27884,4,119,6,82,413896.97,4081065.5,36.87161103,-75.96607517
83,1,120,6,83,414357.47,4081822.75,36.87847827,-75.96099454
11140,2,120,6,83,414357.47,4081822.75,36.87847827,-75.96099454
20282,3,120,6,83,414357.47,4081822.75,36.87847827,-75.96099454
27885,4,120,6,83,414357.47,4081822.75,36.87847827,-75.96099454
84,1,121,6,84,414793.25,4082517.5,36.88477974,-75.95618335
11141,2,121,6,84,414793.25,4082517.5,36.88477974,-75.95618335
20283,3,121,6,84,414793.25,4082517.5,36.88477974,-75.95618335
27886,4,121,6,84,414793.25,4082517.5,36.88477974,-75.95618335
85,1,122,6,85,415208.19,4083160.25,36.89061045,-75.95159942
11142,2,122,6,85,415208.19,4083160.25,36.89061045,-75.95159942
20284,3,122,6,85,415208.19,4083160.25,36.89061045,-75.95159942
27887,4,122,6,85,415208.19,4083160.25,36.89061045,-75.95159942
86,1,123,6,86,415606,4083757.75,36.89603159,-75.94720199
11143,2,123,6,86,415606,4083757.75,36.89603159,-75.94720199
20285,3,123,6,86,415606,4083757.75,36.89603159,-75.94720199
27888,4,123,6,86,415606,4083757.75,36.89603159,-75.94720199
87,1,124,6,87,415988.72,4084317.75,36.90111324,-75.94296914
11144,2,124,6,87,415988.72,4084317.75,36.90111324,-75.94296914
20286,3,124,6,87,415988.72,4084317.75,36.90111324,-75.94296914
27889,4,124,6,87,415988.72,4084317.75,36.90111324,-75.94296914
88,1,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
11145,2,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
20287,3,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
27890,4,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
34251,5,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
39419,6,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
43600,7,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
46886,8,125,6,88,416358.81,4084850.25,36.90594575,-75.93887445
89,1,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
11146,2,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
20288,3,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
27891,4,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
34252,5,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
39420,6,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
43601,7,126,6,89,416718.25,4085357.75,36.91055185,-75.93489603
90,1,127,6,90,417068.44,4085845,36.91497448,-75.93101876
11147,2,127,6,90,417068.44,4085845,36.91497448,-75.93101876
20289,3,127,6,90,417068.44,4085845,36.91497448,-75.93101876
27892,4,127,6,90,417068.44,4085845,36.91497448,-75.93101876
34253,5,127,6,90,417068.44,4085845,36.91497448,-75.93101876
39421,6,127,6,90,417068.44,4085845,36.91497448,-75.93101876
43602,7,127,6,90,417068.44,4085845,36.91497448,-75.93101876
46887,8,127,6,90,417068.44,4085845,36.91497448,-75.93101876
49424,9,127,6,90,417068.44,4085845,36.91497448,-75.93101876
51232,10,127,6,90,417068.44,4085845,36.91497448,-75.93101876
91,1,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
11148,2,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
20290,3,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
27893,4,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
34254,5,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
39422,6,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
43603,7,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
46888,8,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
49425,9,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
51233,10,128,6,91,417409.53,4086317.5,36.91926324,-75.92724158
92,1,129,6,92,417741.62,4086778,36.92344294,-75.92356371
11149,2,129,6,92,417741.62,4086778,36.92344294,-75.92356371
20291,3,129,6,92,417741.62,4086778,36.92344294,-75.92356371
27894,4,129,6,92,417741.62,4086778,36.92344294,-75.92356371
34255,5,129,6,92,417741.62,4086778,36.92344294,-75.92356371
39423,6,129,6,92,417741.62,4086778,36.92344294,-75.92356371
43604,7,129,6,92,417741.62,4086778,36.92344294,-75.92356371
46889,8,129,6,92,417741.62,4086778,36.92344294,-75.92356371
49426,9,129,6,92,417741.62,4086778,36.92344294,-75.92356371
51234,10,129,6,92,417741.62,4086778,36.92344294,-75.92356371
93,1,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
11150,2,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
20292,3,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
27895,4,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
34256,5,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
39424,6,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
43605,7,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
46890,8,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
49427,9,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
51235,10,130,6,93,418062.44,4087230.5,36.92754945,-75.92001111
94,1,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
11151,2,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
20293,3,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
27896,4,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
34257,5,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
39425,6,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
43606,7,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
46891,8,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
49428,9,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
51236,10,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
52569,11,131,6,94,418368.69,4087680.25,36.9316298,-75.91662141
95,1,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
11152,2,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
20294,3,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
27897,4,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
34258,5,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
39426,6,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
43607,7,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
46892,8,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
49429,9,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
51237,10,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
52570,11,132,6,95,418657.44,4088130.25,36.9357108,-75.91342787
96,1,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
11153,2,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
20295,3,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
27898,4,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
34259,5,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
39427,6,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
43608,7,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
46893,8,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
49430,9,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
51238,10,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
52571,11,133,6,96,418927.16,4088587.5,36.93985542,-75.91044846
97,1,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
11154,2,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
20296,3,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
27899,4,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
34260,5,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
39428,6,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
43609,7,134,6,97,419178.91,4089062.5,36.94415841,-75.90767242
98,1,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
11155,2,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
20297,3,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
27900,4,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
34261,5,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
39429,6,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
43610,7,135,6,98,419416.69,4089562.5,36.94868548,-75.90505561
99,1,136,6,99,419647.72,4090095,36.95350485,-75.90251777
11156,2,136,6,99,419647.72,4090095,36.95350485,-75.90251777
20298,3,136,6,99,419647.72,4090095,36.95350485,-75.90251777
27901,4,136,6,99,419647.72,4090095,36.95350485,-75.90251777
34262,5,136,6,99,419647.72,4090095,36.95350485,-75.90251777
100,1,137,6,100,419880.41,4090675,36.95875245,-75.899966
11157,2,137,6,100,419880.41,4090675,36.95875245,-75.899966
20299,3,137,6,100,419880.41,4090675,36.95875245,-75.899966
27902,4,137,6,100,419880.41,4090675,36.95875245,-75.899966
34263,5,137,6,100,419880.41,4090675,36.95875245,-75.899966
101,1,138,6,101,420124.62,4091317.5,36.9645643,-75.89729111
11158,2,138,6,101,420124.62,4091317.5,36.9645643,-75.89729111
20300,3,138,6,101,420124.62,4091317.5,36.9645643,-75.89729111
27903,4,138,6,101,420124.62,4091317.5,36.9645643,-75.89729111
34264,5,138,6,101,420124.62,4091317.5,36.9645643,-75.89729111
102,1,139,6,102,420388.16,4092022.5,36.97094107,-75.89440527
11159,2,139,6,102,420388.16,4092022.5,36.97094107,-75.89440527
20301,3,139,6,102,420388.16,4092022.5,36.97094107,-75.89440527
27904,4,139,6,102,420388.16,4092022.5,36.97094107,-75.89440527
34265,5,139,6,102,420388.16,4092022.5,36.97094107,-75.89440527
103,1,140,6,103,420676.59,4092797.75,36.97795305,-75.89124672
11160,2,140,6,103,420676.59,4092797.75,36.97795305,-75.89124672
20302,3,140,6,103,420676.59,4092797.75,36.97795305,-75.89124672
27905,4,140,6,103,420676.59,4092797.75,36.97795305,-75.89124672
34266,5,140,6,103,420676.59,4092797.75,36.97795305,-75.89124672
104,1,141,6,104,420994.59,4093650.25,36.98566372,-75.88776346
11161,2,141,6,104,420994.59,4093650.25,36.98566372,-75.88776346
20303,3,141,6,104,420994.59,4093650.25,36.98566372,-75.88776346
27906,4,141,6,104,420994.59,4093650.25,36.98566372,-75.88776346
34267,5,141,6,104,420994.59,4093650.25,36.98566372,-75.88776346
105,1,142,6,105,421344.03,4094579.75,36.99407094,-75.88393427
11162,2,142,6,105,421344.03,4094579.75,36.99407094,-75.88393427
20304,3,142,6,105,421344.03,4094579.75,36.99407094,-75.88393427
27907,4,142,6,105,421344.03,4094579.75,36.99407094,-75.88393427
34268,5,142,6,105,421344.03,4094579.75,36.99407094,-75.88393427
106,1,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
11163,2,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
20305,3,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
27908,4,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
34269,5,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
39430,6,143,6,106,421725.53,4095592.75,37.00323333,-75.87975263
107,1,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
11164,2,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
20306,3,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
27909,4,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
34270,5,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
39431,6,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
43611,7,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
46894,8,144,6,107,422138.09,4096687.25,37.01313273,-75.87522933
108,1,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
11165,2,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
20307,3,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
27910,4,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
34271,5,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
39432,6,145,6,108,422578.56,4097857.25,37.02371477,-75.87039891
109,1,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
11166,2,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
20308,3,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
27911,4,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
34272,5,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
39433,6,146,6,109,423043.75,4099092.5,37.03488676,-75.86529592
110,1,147,6,110,423529.31,4100382.75,37.04655592,-75.85996801
11167,2,147,6,110,423529.31,4100382.75,37.04655592,-75.85996801
20309,3,147,6,110,423529.31,4100382.75,37.04655592,-75.85996801
27912,4,147,6,110,423529.31,4100382.75,37.04655592,-75.85996801
111,1,148,6,111,424027.59,4101705,37.0585143,-75.85449868
11168,2,148,6,111,424027.59,4101705,37.0585143,-75.85449868
20310,3,148,6,111,424027.59,4101705,37.0585143,-75.85449868
27913,4,148,6,111,424027.59,4101705,37.0585143,-75.85449868
112,1,149,6,112,424514.31,4103240,37.07238908,-75.84917908
11169,2,149,6,112,424514.31,4103240,37.07238908,-75.84917908
20311,3,149,6,112,424514.31,4103240,37.07238908,-75.84917908
27914,4,149,6,112,424514.31,4103240,37.07238908,-75.84917908
113,1,150,6,113,424994.81,4105090,37.0891023,-75.84395904
11170,2,150,6,113,424994.81,4105090,37.0891023,-75.84395904
114,1,151,6,114,425429.84,4107130,37.10752419,-75.83926736
11171,2,151,6,114,425429.84,4107130,37.10752419,-75.83926736
115,1,152,6,115,425472.59,4109408.75,37.12806661,-75.8390129
116,1,153,6,116,424997.28,4111697.5,37.14865767,-75.84459261
117,1,108,7,117,384780.28,4074755.25,36.8116366,-76.29174119
11172,2,108,7,117,384780.28,4074755.25,36.8116366,-76.29174119
20312,3,108,7,117,384780.28,4074755.25,36.8116366,-76.29174119
118,1,119,7,118,412127.12,4081930,36.87923995,-75.98603039
11173,2,119,7,118,412127.12,4081930,36.87923995,-75.98603039
20313,3,119,7,118,412127.12,4081930,36.87923995,-75.98603039
27915,4,119,7,118,412127.12,4081930,36.87923995,-75.98603039
119,1,120,7,119,412626.16,4082655,36.88582091,-75.98051491
11174,2,120,7,119,412626.16,4082655,36.88582091,-75.98051491
20314,3,120,7,119,412626.16,4082655,36.88582091,-75.98051491
27916,4,120,7,119,412626.16,4082655,36.88582091,-75.98051491
120,1,121,7,120,413100,4083317.75,36.89183822,-75.97527414
11175,2,121,7,120,413100,4083317.75,36.89183822,-75.97527414
20315,3,121,7,120,413100,4083317.75,36.89183822,-75.97527414
27917,4,121,7,120,413100,4083317.75,36.89183822,-75.97527414
121,1,122,7,121,413552.72,4083925.5,36.89735764,-75.97026329
11176,2,122,7,121,413552.72,4083925.5,36.89735764,-75.97026329
20316,3,122,7,121,413552.72,4083925.5,36.89735764,-75.97026329
27918,4,122,7,121,413552.72,4083925.5,36.89735764,-75.97026329
122,1,123,7,122,413987.97,4084488,36.90246741,-75.96544266
11177,2,123,7,122,413987.97,4084488,36.90246741,-75.96544266
20317,3,123,7,122,413987.97,4084488,36.90246741,-75.96544266
27919,4,123,7,122,413987.97,4084488,36.90246741,-75.96544266
123,1,124,7,123,414408.16,4085017.5,36.90727818,-75.96078668
11178,2,124,7,123,414408.16,4085017.5,36.90727818,-75.96078668
20318,3,124,7,123,414408.16,4085017.5,36.90727818,-75.96078668
27920,4,124,7,123,414408.16,4085017.5,36.90727818,-75.96078668
124,1,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
11179,2,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
20319,3,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
27921,4,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
34273,5,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
39434,6,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
43612,7,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
46895,8,125,7,124,414816.19,4085517.5,36.91182179,-75.95626329
125,1,126,7,125,415214,4085990,36.91611644,-75.95185101
11180,2,126,7,125,415214,4085990,36.91611644,-75.95185101
20320,3,126,7,125,415214,4085990,36.91611644,-75.95185101
27922,4,126,7,125,415214,4085990,36.91611644,-75.95185101
34274,5,126,7,125,415214,4085990,36.91611644,-75.95185101
39435,6,126,7,125,415214,4085990,36.91611644,-75.95185101
43613,7,126,7,125,415214,4085990,36.91611644,-75.95185101
126,1,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
11181,2,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
20321,3,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
27923,4,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
34275,5,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
39436,6,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
43614,7,127,7,126,415603.25,4086445.75,36.92025919,-75.94753246
127,1,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
11182,2,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
20322,3,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
27924,4,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
34276,5,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
39437,6,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
43615,7,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
46896,8,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
49431,9,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
51239,10,128,7,127,415983.62,4086885.5,36.92425678,-75.94331135
128,1,129,7,128,416354.38,4087313,36.92814296,-75.93919635
11183,2,129,7,128,416354.38,4087313,36.92814296,-75.93919635
20323,3,129,7,128,416354.38,4087313,36.92814296,-75.93919635
27925,4,129,7,128,416354.38,4087313,36.92814296,-75.93919635
34277,5,129,7,128,416354.38,4087313,36.92814296,-75.93919635
